tags,hasConnection,level1_tags,coded_tags,idauthor
"['I', 'D']","['p05587', 'p02859']","['I', 'D']",[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],p01819
"['L', 'E', 'J', 'I', 'O']",['p01308'],"['L', 'E', 'J', 'I', 'O']",[0 0 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0],p01820
"['E', 'D']",[],"['E', 'D']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01821
"['G', 'L']",['p02144'],"['L', 'E', 'F', 'G', 'D', 'C']",[0 0 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0],p01823
"['G', 'E', 'D', 'C']",['p04477'],"['E', 'J', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p01824
"['D', 'J', 'O']",['p01290'],"['A', 'Q', 'Z', 'C', 'J', 'I', 'H', 'D', 'O']",[1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 1 0 1],p01825
['E'],"['p05519', 'p02551']",['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01826
"['I', 'J', 'Q']","['p01228', 'p03973', 'p02852', 'p05160']","['L', 'Q', 'J', 'M', 'I', 'D', 'O']",[0 0 0 1 0 0 0 0 1 1 0 1 1 0 1 0 1 0 0],p01829
['I'],"['p05310', 'p04626']","['I', 'J', 'O']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p01830
"['D', 'L']",['p04053'],"['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01831
"['D', 'C']",['p00546'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01832
"['A', 'Z', 'B', 'J', 'M', 'D', 'C']","['p03412', 'p01736', 'p03605', 'p00108', 'p03501', 'p03587', 'p03243', 'p03765']","['A', 'Z', 'B', 'G', 'E', 'J', 'M', 'I', 'D', 'C']",[1 1 1 1 1 0 1 0 1 1 0 0 1 0 0 0 0 0 1],p01834
"['G', 'E', 'D']","['p04321', 'p02293', 'p02003', 'p00499', 'p05346', 'p03212', 'p00598']","['L', 'E', 'F', 'J', 'M', 'G', 'H', 'D']",[0 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0],p01835
"['G', 'E', 'N', 'L']",['p03051'],"['G', 'E', 'N', 'L']",[0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0],p01840
"['L', 'E', 'I', 'G', 'D', 'C']","['p04614', 'p00198', 'p03339', 'p00543', 'p02601', 'p04587']","['L', 'Q', 'G', 'E', 'F', 'C', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 0],p01842
"['P', 'Z', 'C', 'I', 'D', 'O']","['p04979', 'p04976', 'p03510', 'p03171', 'p00747', 'p05372', 'p02624']","['A', 'P', 'L', 'Q', 'Z', 'G', 'E', 'C', 'J', 'M', 'I', 'H', 'D', 'O']",[1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1],p01843
"['G', 'E', 'N', 'D']","['p00277', 'p03361', 'p03972']","['E', 'N', 'J', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0],p01845
['C'],['p03038'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01848
"['G', 'H', 'E']","['p05313', 'p00239', 'p04947', 'p05082', 'p02235']","['K', 'L', 'E', 'J', 'G', 'H', 'D', 'R', 'O']",[0 0 0 1 1 0 1 1 0 1 1 1 0 0 1 0 0 1 0],p01850
"['K', 'L', 'F', 'D', 'O']","['p01424', 'p01455', 'p01925', 'p04057', 'p01599']","['K', 'P', 'L', 'E', 'F', 'J', 'M', 'H', 'D', 'R', 'O']",[0 0 0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0],p01851
"['I', 'J', 'O']","['p03052', 'p00490']","['O', 'J', 'I', 'D', 'C']",[0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p01852
"['G', 'J', 'M', 'D']",['p05372'],"['L', 'P', 'Z', 'O', 'J', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 0 1],p01853
"['L', 'D', 'R', 'C']","['p00712', 'p04466', 'p04608', 'p03013', 'p02907']","['L', 'E', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0],p01855
['D'],"['p03501', 'p02549', 'p01775', 'p04145']","['A', 'L', 'Z', 'B', 'J', 'G', 'D', 'C']",[1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1],p01857
"['D', 'C']",['p03092'],"['J', 'D', 'L', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p01858
"['F', 'L']",['p01202'],"['F', 'J', 'L']",[0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0],p01859
"['G', 'D', 'C']",['p01748'],"['G', 'F', 'D', 'C']",[0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p01860
['D'],['p03587'],"['A', 'B', 'G', 'E', 'J', 'I', 'D', 'C']",[1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0],p01861
"['L', 'F', 'M', 'G', 'D']","['p05437', 'p02769']","['L', 'E', 'F', 'J', 'M', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0],p01863
"['M', 'L', 'O']",['p05214'],"['O', 'D', 'L', 'M']",[0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0],p01864
['J'],[],['J'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p01865
"['G', 'D']","['p04397', 'p00942', 'p02589', 'p00209']","['G', 'D']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01866
['D'],['p02646'],"['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01870
"['A', 'B', 'E', 'I', 'G', 'D']","['p03587', 'p04769', 'p02887', 'p05165']","['A', 'L', 'B', 'G', 'E', 'J', 'I', 'D', 'C']",[1 1 1 1 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0],p01873
"['C', 'J', 'L', 'D']","['p03499', 'p03092', 'p04346', 'p00544', 'p00355', 'p02428']","['A', 'L', 'C', 'J', 'H', 'D', 'O']",[1 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0],p01874
"['G', 'C']","['p04656', 'p05423', 'p04432']","['G', 'C']",[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01875
"['L', 'J', 'M', 'H', 'D', 'C']","['p00363', 'p04565']","['L', 'J', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0],p01878
"['E', 'F', 'C', 'G', 'H', 'D', 'O']","['p02244', 'p00101', 'p02450', 'p03257', 'p00864', 'p01651', 'p00903', 'p00132', 'p02057', 'p03315']","['K', 'P', 'L', 'Z', 'B', 'E', 'F', 'N', 'O', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1],p01879
"['N', 'D']","['p04101', 'p01309']","['G', 'I', 'N', 'D']",[0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0],p01880
"['K', 'L', 'P', 'I', 'D', 'C']","['p04550', 'p00562', 'p03048', 'p01145', 'p03171', 'p01085']","['K', 'P', 'L', 'Q', 'Z', 'E', 'F', 'N', 'I', 'J', 'M', 'C', 'G', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1],p01881
"['D', 'L']",['p01952'],"['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01884
"['O', 'J', 'H', 'D', 'R', 'C']","['p04459', 'p05116', 'p00230', 'p04305', 'p01572', 'p01418', 'p04612']","['P', 'L', 'Q', 'Z', 'G', 'E', 'F', 'O', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1],p01886
"['H', 'D', 'P']","['p03146', 'p05590', 'p01991', 'p05338']","['A', 'P', 'E', 'J', 'H', 'D', 'O']",[1 0 0 1 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0],p01887
"['I', 'C']","['p01719', 'p03290', 'p02250']","['I', 'L', 'C']",[0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0],p01888
"['C', 'O']","['p05529', 'p04659']","['C', 'O']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p01890
"['N', 'J', 'R', 'O']","['p00058', 'p03644', 'p04895']","['Q', 'N', 'J', 'H', 'D', 'R', 'O']",[0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 1 0],p01891
"['K', 'J', 'M']",['p04665'],"['K', 'J', 'M']",[0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0],p01892
"['K', 'D', 'L']",['p05434'],"['K', 'D', 'L']",[0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p01894
"['I', 'H', 'D', 'O']","['p02473', 'p04802']","['Z', 'F', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1],p01896
"['Z', 'H', 'D']","['p01664', 'p00229', 'p02478', 'p01412']","['K', 'L', 'Z', 'N', 'C', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1],p01897
"['L', 'E', 'F', 'G', 'D', 'O']","['p04687', 'p01942', 'p02144']","['L', 'E', 'F', 'O', 'G', 'D', 'C']",[0 0 1 1 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0],p01898
"['F', 'D', 'C']","['p02157', 'p00231', 'p05026']","['L', 'F', 'J', 'G', 'D', 'C']",[0 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0],p01900
"['D', 'C']","['p03358', 'p03392', 'p00373']","['K', 'L', 'Z', 'J', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 1],p01901
"['E', 'N', 'J', 'O']",['p03241'],"['E', 'F', 'N', 'J', 'O']",[0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0],p01902
"['L', 'F', 'O', 'D', 'R', 'C']","['p03337', 'p05189', 'p01915']","['L', 'E', 'F', 'C', 'M', 'D', 'R', 'O']",[0 0 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0],p01904
"['I', 'H', 'D']",[],"['I', 'H', 'D']",[0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p01905
['D'],"['p04316', 'p01180', 'p01427', 'p04921']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01908
['D'],[],['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01909
"['L', 'F', 'N', 'O', 'D', 'R', 'C']","['p01316', 'p02093', 'p03591', 'p03135', 'p04312', 'p04799', 'p04223']","['L', 'E', 'F', 'N', 'O', 'J', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0],p01910
"['N', 'D']","['p05233', 'p02400']","['P', 'E', 'N', 'J', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0],p01911
"['J', 'E', 'D']",[],"['E', 'J', 'D']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p01912
"['C', 'D', 'O']",['p01904'],"['L', 'F', 'O', 'D', 'R', 'C']",[0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0],p01915
"['E', 'P', 'O']","['p00112', 'p01754', 'p00161']","['P', 'L', 'E', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 0 0 0],p01918
"['E', 'J', 'D', 'R', 'C']","['p05031', 'p00551', 'p04110', 'p02779', 'p01929']","['K', 'L', 'E', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0],p01919
['G'],['p05530'],"['L', 'E', 'F', 'G', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0],p01921
['E'],['p04315'],['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01922
"['G', 'R']",['p02388'],"['L', 'F', 'G', 'D', 'R', 'O']",[0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0],p01923
"['K', 'E', 'J', 'I', 'H']","['p01931', 'p01929', 'p00692', 'p01033']","['K', 'E', 'I', 'C', 'J', 'M', 'G', 'H', 'D', 'O']",[0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0],p01924
"['K', 'L', 'F', 'J', 'D']","['p04296', 'p00320', 'p02088', 'p04579', 'p03543', 'p01851', 'p00281']","['K', 'L', 'Q', 'F', 'C', 'J', 'M', 'D', 'R', 'O']",[0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 1 0],p01925
"['E', 'J']",['p04900'],"['Q', 'E', 'J', 'D', 'O']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0],p01926
"['J', 'D']","['p03371', 'p04378', 'p00437']","['A', 'E', 'J', 'G', 'D', 'C']",[1 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p01928
"['E', 'J', 'M', 'I', 'H', 'D']","['p01924', 'p03029', 'p01960', 'p03925', 'p00619', 'p00551', 'p02779', 'p00127', 'p01033', 'p00297', 'p00692', 'p04185', 'p04916', 'p01919', 'p02689']","['A', 'K', 'P', 'L', 'Q', 'E', 'F', 'N', 'I', 'J', 'M', 'O', 'G', 'H', 'D', 'R', 'C']",[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0],p01929
"['L', 'E', 'F', 'H', 'D', 'O']","['p04310', 'p03906', 'p03995', 'p00699', 'p00795', 'p04800', 'p01499', 'p04606', 'p03231', 'p03435', 'p03315', 'p00831']","['A', 'P', 'L', 'B', 'E', 'F', 'C', 'J', 'M', 'G', 'H', 'D', 'O']",[1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0],p01930
"['E', 'H', 'K', 'I']",['p01924'],"['K', 'E', 'J', 'I', 'H']",[0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0],p01931
['D'],"['p03256', 'p03260']","['A', 'L', 'Z', 'E', 'F', 'O', 'J', 'G', 'H', 'D', 'C']",[1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1],p01932
"['E', 'J', 'L', 'D']","['p04874', 'p01643']","['E', 'J', 'L', 'D']",[0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p01935
"['D', 'L']",[],"['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01937
"['A', 'L', 'M', 'I', 'H', 'D', 'R', 'O']","['p00508', 'p05493', 'p05093', 'p01412', 'p04748']","['A', 'K', 'L', 'Z', 'E', 'N', 'C', 'J', 'M', 'I', 'H', 'D', 'R', 'O']",[1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1],p01938
"['L', 'E', 'F', 'G', 'D', 'O']","['p04687', 'p03732', 'p01898']","['L', 'E', 'F', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0],p01942
"['F', 'L']","['p00323', 'p01408']","['L', 'E', 'F', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 0 1 0],p01944
"['H', 'C', 'D', 'O']","['p03499', 'p05111']","['E', 'F', 'C', 'J', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 0 0 1 0],p01945
"['F', 'N', 'R']","['p02992', 'p05197', 'p00188']","['L', 'E', 'F', 'N', 'O', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0],p01946
"['D', 'L', 'C']","['p02890', 'p00123']","['D', 'L', 'C']",[0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01947
"['A', 'K', 'Z', 'J', 'M', 'I', 'H', 'C']","['p04976', 'p03085', 'p02950', 'p00299', 'p03294']","['A', 'K', 'L', 'P', 'Z', 'G', 'E', 'C', 'J', 'M', 'I', 'H', 'D', 'O']",[1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1],p01949
"['L', 'E', 'F', 'R', 'O']","['p01157', 'p04537', 'p00880', 'p01183']","['L', 'E', 'F', 'O', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 1 0],p01950
"['D', 'L']",['p01884'],"['D', 'L']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01952
"['L', 'E', 'J', 'D', 'C']",['p01166'],"['L', 'E', 'J', 'D', 'C']",[0 0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p01955
"['I', 'C']","['p04045', 'p03347']","['Q', 'N', 'O', 'I', 'C']",[0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0],p01956
"['Z', 'I', 'J']","['p01065', 'p03699', 'p02263', 'p02559']","['L', 'Q', 'Z', 'F', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1],p01958
"['G', 'C', 'D', 'O']",[],"['G', 'O', 'D', 'C']",[0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0],p01959
"['J', 'E', 'H', 'D']","['p01989', 'p01929', 'p00619']","['L', 'E', 'F', 'I', 'J', 'M', 'G', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0],p01960
"['E', 'J']",['p03118'],"['E', 'J']",[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p01964
"['G', 'E', 'D']","['p00239', 'p03445', 'p00188']","['L', 'E', 'F', 'N', 'O', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0],p01965
"['G', 'F']","['p03521', 'p04686']","['E', 'F', 'J', 'G', 'D', 'R', 'C']",[0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0],p01966
"['G', 'D', 'L', 'M']","['p04614', 'p01642', 'p00192', 'p03996', 'p03733', 'p03589', 'p03924']","['K', 'L', 'G', 'C', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 1 1 0 0 1 1 1 1 1 1 1 0 1 0 0 0 0],p01969
['O'],['p01015'],['O'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p01970
['G'],['p04545'],['G'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01971
"['D', 'L', 'C']",['p02078'],"['D', 'L', 'C']",[0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01973
"['H', 'D', 'L']","['p00463', 'p05369', 'p04108']","['K', 'L', 'Q', 'G', 'E', 'C', 'J', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0],p01974
"['E', 'H']","['p03128', 'p04480']","['E', 'H', 'D']",[0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p01975
"['D', 'L']",['p00192'],"['D', 'L', 'M']",[0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],p01976
"['D', 'C']","['p04261', 'p00188']","['L', 'Q', 'E', 'F', 'N', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 0],p01978
"['P', 'D', 'L', 'O']","['p05666', 'p03211', 'p03213']","['P', 'D', 'L', 'O']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0],p01979
"['E', 'J']",['p02209'],"['E', 'J', 'I', 'D', 'C']",[0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p01980
"['E', 'D']","['p02067', 'p04077']","['E', 'D']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01982
['D'],"['p03493', 'p04508', 'p05190']","['G', 'H', 'D']",[0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p01983
"['D', 'J', 'L', 'M']","['p03600', 'p03793', 'p03956']","['M', 'J', 'L', 'D']",[0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p01985
"['H', 'C', 'J', 'D']","['p05475', 'p00736', 'p01358', 'p02922']","['Q', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0],p01986
"['E', 'F', 'G', 'H', 'D', 'R']","['p02244', 'p00109', 'p04009', 'p02784', 'p03775', 'p01160', 'p05405', 'p00903', 'p02412', 'p00476']","['P', 'L', 'Q', 'B', 'G', 'E', 'F', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0],p01988
"['J', 'E', 'H', 'D']","['p04336', 'p03775', 'p02973', 'p01960', 'p00667', 'p04314']","['Q', 'Z', 'G', 'E', 'F', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1],p01989
"['F', 'J', 'L', 'O']","['p02211', 'p01104']","['F', 'J', 'L', 'O']",[0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p01990
"['A', 'E', 'H', 'D', 'O']","['p00101', 'p01740', 'p01887', 'p04602', 'p05318', 'p01686', 'p05338']","['A', 'K', 'P', 'Z', 'B', 'E', 'F', 'N', 'J', 'H', 'D', 'R', 'O']",[1 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1],p01991
['C'],"['p01177', 'p04648', 'p02397', 'p02050']",['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01992
"['R', 'L', 'C']","['p05289', 'p04178', 'p00130']","['L', 'N', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0],p01993
"['G', 'H', 'D', 'M']","['p02392', 'p00530']","['A', 'K', 'L', 'P', 'Q', 'Z', 'E', 'F', 'C', 'J', 'M', 'G', 'H', 'D', 'O']",[1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1],p01996
"['G', 'E', 'D', 'L']","['p00117', 'p00816', 'p04418']","['L', 'E', 'J', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0],p01997
"['J', 'O']","['p00257', 'p02459']","['E', 'I', 'N', 'J', 'G', 'D', 'O']",[0 0 0 1 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0],p01998
"['E', 'F']",['p00787'],"['E', 'F', 'N', 'G', 'H']",[0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0],p01999
['D'],"['p01209', 'p05035', 'p05524']","['L', 'E', 'F', 'J', 'G', 'D', 'C']",[0 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0],p02002
"['G', 'E', 'D', 'L']","['p00327', 'p00903', 'p05346', 'p01835', 'p00598']","['L', 'E', 'F', 'N', 'O', 'J', 'M', 'G', 'D', 'C']",[0 0 1 1 1 1 1 0 0 1 0 1 1 1 1 0 0 0 0],p02003
['G'],"['p04368', 'p01705']","['K', 'L', 'I', 'G', 'H', 'R', 'O']",[0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0],p02004
"['J', 'C']","['p01058', 'p00188']","['L', 'E', 'F', 'N', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 1 0],p02005
"['P', 'Q']","['p04780', 'p02030']","['P', 'Q']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0],p02007
"['F', 'N', 'J', 'M', 'H', 'D']",[],"['F', 'N', 'J', 'M', 'H', 'D']",[0 0 0 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0],p02008
['D'],['p04257'],['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02011
['C'],"['p01146', 'p04807']","['G', 'D', 'L', 'C']",[0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p02013
['C'],['p01353'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02014
"['J', 'D']","['p03454', 'p00235']","['E', 'J', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p02015
"['E', 'R']","['p01683', 'p05030']","['L', 'E', 'F', 'N', 'J', 'D', 'R', 'O']",[0 0 0 1 1 1 0 0 0 1 0 1 0 1 1 0 0 1 0],p02018
"['G', 'E', 'N', 'L']","['p02485', 'p03464']","['G', 'E', 'N', 'L']",[0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0],p02020
['C'],['p04379'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02023
"['I', 'H', 'D', 'C']","['p00552', 'p01149']","['I', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p02025
"['G', 'A', 'D', 'C']","['p02508', 'p00306', 'p02899']","['G', 'C', 'D', 'A']",[1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p02026
"['J', 'D']","['p04030', 'p05438', 'p01033', 'p03260']","['L', 'G', 'E', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0],p02027
"['D', 'C']","['p05672', 'p05626', 'p04247', 'p00485']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p02028
"['L', 'C']","['p05032', 'p04108']","['L', 'Q', 'G', 'C', 'J', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0],p02029
"['P', 'Q']","['p04780', 'p02007']","['P', 'Q']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0],p02030
"['K', 'Z', 'I', 'C', 'J', 'G', 'D', 'O']","['p01067', 'p04842', 'p03692', 'p02128', 'p00127', 'p05651']","['A', 'K', 'P', 'L', 'Z', 'G', 'E', 'F', 'N', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1],p02031
"['J', 'O']","['p03673', 'p01606']","['J', 'O']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0],p02032
