tags,hasConnection,level1_tags,coded_tags,idauthor
"['P', 'E', 'J', 'D', 'O']","['p05091', 'p02321', 'p01145']","['K', 'L', 'P', 'Q', 'Z', 'G', 'E', 'F', 'N', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1],p04103
"['D', 'L', 'C']","['p04995', 'p04051', 'p01739', 'p02137']","['L', 'F', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0],p04104
"['L', 'Q', 'H', 'D', 'R', 'C']","['p00971', 'p05032', 'p05063', 'p03086', 'p00188', 'p02348', 'p02696', 'p02029', 'p05003', 'p01974', 'p03074']","['L', 'Q', 'Z', 'G', 'E', 'F', 'N', 'C', 'J', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1],p04108
"['D', 'O']",['p00620'],"['Z', 'G', 'F', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 0 1 1],p04109
"['K', 'L', 'J', 'H', 'R', 'C']","['p04191', 'p00971', 'p04563', 'p01690', 'p04842', 'p05031', 'p04419', 'p02360', 'p00218', 'p01919', 'p04134', 'p01238']","['K', 'L', 'Q', 'E', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 0 1 1 0],p04110
"['G', 'F', 'D', 'C']","['p05142', 'p00420', 'p04017', 'p02746']","['L', 'F', 'J', 'G', 'D', 'C']",[0 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0],p04112
"['K', 'J']","['p01232', 'p02161']","['K', 'J']",[0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0],p04113
"['E', 'J', 'I', 'H', 'D', 'O']","['p01743', 'p02188', 'p04926', 'p02154', 'p02534', 'p00509']","['K', 'P', 'G', 'E', 'O', 'J', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0 1 0],p04115
"['G', 'D', 'C']","['p01545', 'p04021', 'p00901', 'p01467']","['G', 'D', 'C']",[0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04116
"['L', 'E', 'F', 'N', 'J', 'G', 'H', 'D', 'O']","['p00327', 'p01477', 'p05093', 'p01042', 'p05555', 'p05437', 'p05395', 'p01448']","['L', 'E', 'F', 'N', 'J', 'M', 'G', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 0],p04119
"['J', 'I', 'H', 'R', 'O']","['p02474', 'p04390', 'p03899', 'p04050', 'p03649', 'p02069', 'p01501', 'p00975', 'p03877', 'p03555']","['L', 'G', 'E', 'F', 'N', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p04120
"['C', 'J', 'L', 'D']",['p00353'],"['L', 'F', 'J', 'D', 'C']",[0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0],p04121
"['I', 'C']","['p03767', 'p02974']","['Q', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0],p04122
"['D', 'L', 'O']","['p02392', 'p05678', 'p03414', 'p00987']","['A', 'K', 'L', 'P', 'Q', 'Z', 'E', 'F', 'C', 'J', 'M', 'G', 'H', 'D', 'O']",[1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1],p04124
"['D', 'C']",['p01623'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04125
['E'],"['p02671', 'p01486', 'p01121']","['L', 'E', 'F', 'H', 'R']",[0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0],p04126
['C'],['p01353'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04127
"['G', 'D', 'C']","['p04565', 'p00759']","['L', 'M', 'G', 'D', 'C']",[0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0],p04128
"['L', 'E', 'J', 'M', 'H', 'D', 'R', 'O']","['p01312', 'p01194', 'p01760', 'p01070', 'p00837', 'p00622']","['L', 'E', 'J', 'M', 'H', 'D', 'R', 'O']",[0 0 0 1 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0],p04129
"['I', 'J', 'R']","['p03028', 'p04732']","['L', 'I', 'J', 'M', 'G', 'R']",[0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1 0],p04131
"['G', 'E']","['p00128', 'p00905']","['G', 'E']",[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04132
"['I', 'H']","['p02319', 'p04701', 'p04143']","['L', 'Q', 'I', 'H', 'D']",[0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0],p04133
"['L', 'C']","['p04191', 'p04110', 'p02360']","['K', 'L', 'E', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 0],p04134
"['Z', 'D']",['p05051'],"['Z', 'D']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],p04135
"['Q', 'I', 'H', 'D', 'O']","['p04035', 'p00815', 'p00085', 'p02686']","['L', 'Q', 'I', 'J', 'G', 'H', 'D', 'O']",[0 0 0 1 0 0 1 1 1 1 0 1 0 0 1 0 1 0 0],p04137
['G'],"['p02807', 'p00351']","['E', 'I', 'G', 'D', 'C']",[0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0],p04142
"['I', 'H', 'D', 'L']","['p04133', 'p02319', 'p04701']","['L', 'Q', 'I', 'H', 'D']",[0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0],p04143
"['D', 'J', 'C']","['p05564', 'p00934']","['J', 'B', 'D', 'C']",[0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04144
"['D', 'L']","['p01775', 'p00680', 'p02549', 'p01857', 'p05133', 'p03501']","['A', 'L', 'Z', 'B', 'J', 'G', 'D', 'C']",[1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1],p04145
"['E', 'J']",['p01182'],"['E', 'J']",[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04147
"['G', 'D', 'L']",['p02457'],"['G', 'J', 'L', 'D']",[0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0],p04148
"['G', 'C']","['p05332', 'p01748', 'p05254']","['G', 'F', 'D', 'C']",[0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04150
"['L', 'J', 'M', 'D', 'C']","['p02609', 'p03914', 'p01799', 'p05575', 'p03430', 'p01526']","['L', 'G', 'C', 'J', 'M', 'I', 'D', 'O']",[0 0 1 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0],p04154
"['C', 'J', 'D']","['p03749', 'p04269']","['L', 'E', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0],p04155
"['I', 'H', 'J']","['p02923', 'p04731']","['C', 'J', 'M', 'I', 'H', 'O']",[0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p04156
"['K', 'J', 'D']",['p04781'],"['K', 'J', 'D']",[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0],p04157
"['Q', 'E', 'N', 'H', 'R']","['p02795', 'p00945', 'p02572', 'p03042', 'p02760']","['Q', 'E', 'N', 'H', 'R']",[0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 0],p04160
"['J', 'G', 'I', 'D']","['p03202', 'p05032', 'p03441', 'p00244']","['L', 'Q', 'G', 'C', 'J', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0],p04161
"['H', 'R']",['p02902'],"['H', 'R']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0],p04162
"['F', 'Q', 'J', 'O']","['p02262', 'p00742']","['F', 'Q', 'J', 'O']",[0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0],p04164
"['I', 'N', 'J']","['p01176', 'p05193']","['Z', 'E', 'N', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 1],p04165
"['E', 'F', 'O']","['p03155', 'p03478']","['K', 'L', 'E', 'F', 'J', 'G', 'D', 'R', 'O']",[0 0 0 1 1 1 1 0 0 1 1 1 0 0 1 0 0 1 0],p04168
"['D', 'C', 'J', 'O']",[],"['J', 'O', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0],p04170
"['D', 'C']","['p04951', 'p04594']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04171
"['F', 'D', 'L']","['p02532', 'p01552']","['L', 'F', 'I', 'D', 'O']",[0 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0],p04172
"['I', 'D', 'C']",['p03947'],"['K', 'L', 'J', 'I', 'D', 'C']",[0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0],p04175
"['L', 'J', 'M', 'D', 'C']","['p00314', 'p03921', 'p02934']","['K', 'L', 'P', 'I', 'N', 'C', 'J', 'M', 'G', 'H', 'D', 'R', 'O']",[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0],p04176
"['I', 'J']","['p00769', 'p04929', 'p03978', 'p05657']","['I', 'J', 'C']",[0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04177
"['N', 'J', 'H', 'D', 'C']","['p01993', 'p00341', 'p03228', 'p01582', 'p01562', 'p02369']","['L', 'P', 'B', 'N', 'J', 'H', 'D', 'R', 'C']",[0 1 1 1 0 0 0 1 0 1 0 1 0 1 0 1 0 1 0],p04178
['C'],['p05411'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04179
"['E', 'J']",['p04009'],"['L', 'B', 'E', 'J', 'H', 'D']",[0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0],p04180
"['E', 'H']","['p02826', 'p01499', 'p00636', 'p02219']","['A', 'L', 'E', 'F', 'C', 'J', 'G', 'H', 'D', 'O']",[1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0],p04181
"['D', 'C']","['p04016', 'p00012']","['G', 'D', 'C']",[0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04182
"['G', 'E', 'D']","['p05146', 'p02472', 'p02499', 'p05668', 'p05578']","['P', 'E', 'N', 'G', 'D', 'O']",[0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0],p04183
"['Q', 'E', 'J', 'H', 'D', 'O']","['p00109', 'p02751', 'p02383', 'p03775', 'p02608', 'p05341', 'p04503', 'p01929', 'p00551', 'p02863', 'p00297']","['P', 'L', 'Q', 'G', 'E', 'F', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0],p04185
"['G', 'C']",['p05553'],"['G', 'C']",[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04186
"['H', 'D']",[],"['H', 'D']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p04187
['G'],['p05052'],['G'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04188
['F'],"['p03349', 'p00131']",['F'],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04190
"['E', 'D', 'L', 'C']","['p02768', 'p02360', 'p01597', 'p04110', 'p04134']","['K', 'L', 'E', 'J', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 0],p04191
"['G', 'D', 'C']","['p05506', 'p00853']","['G', 'E', 'D', 'C']",[0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04192
"['G', 'D']","['p02649', 'p03534', 'p03140', 'p03382', 'p03381', 'p01526']","['L', 'I', 'C', 'G', 'D', 'O']",[0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0],p04193
"['L', 'J', 'M', 'G', 'D']","['p01323', 'p05436', 'p02447', 'p05641', 'p02185', 'p00373']","['K', 'L', 'E', 'J', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 0 0],p04195
"['G', 'H', 'D']","['p02600', 'p02424', 'p05202']","['E', 'I', 'G', 'H', 'D']",[0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0],p04196
"['H', 'F', 'D']","['p03975', 'p04821']","['H', 'F', 'D']",[0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],p04197
['D'],['p03251'],"['G', 'D', 'L']",[0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04198
"['I', 'C', 'J', 'D']","['p02106', 'p03164', 'p04040', 'p00669']","['J', 'I', 'D', 'C']",[0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04199
"['E', 'J', 'D']",['p04100'],"['E', 'J', 'D']",[0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04201
['C'],['p04347'],['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04204
['C'],"['p02313', 'p03890', 'p03994', 'p00506']","['G', 'F', 'J', 'C']",[0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0],p04206
"['J', 'L']",['p00526'],"['J', 'L', 'D']",[0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p04207
"['B', 'N', 'O']","['p04276', 'p01223']","['K', 'L', 'P', 'Q', 'B', 'E', 'N', 'J', 'M', 'G', 'H', 'D', 'O']",[0 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0],p04208
"['I', 'J', 'C']","['p02789', 'p04094', 'p00975']","['C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0],p04209
"['A', 'L', 'B', 'E', 'F', 'C', 'J', 'I', 'D', 'O']","['p01202', 'p05262', 'p00432', 'p02148', 'p01091', 'p03438', 'p00844', 'p04276', 'p00617', 'p01564', 'p00831', 'p03999']","['A', 'K', 'P', 'L', 'Q', 'B', 'E', 'F', 'N', 'I', 'J', 'M', 'O', 'G', 'H', 'D', 'R', 'C']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0],p04212
['D'],"['p03542', 'p05079']","['E', 'D', 'C']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04213
"['G', 'F', 'E', 'L']","['p05405', 'p05675']","['L', 'E', 'F', 'J', 'G', 'H', 'D', 'R', 'O']",[0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0],p04214
"['G', 'N', 'D']",['p02042'],"['Q', 'N', 'J', 'G', 'H', 'D', 'O']",[0 0 0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0],p04216
['J'],['p03772'],['J'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04217
['D'],[],['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04218
"['E', 'O']","['p00214', 'p03763']","['E', 'O']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p04222
"['F', 'R']","['p01910', 'p03591']","['L', 'F', 'N', 'O', 'H', 'D', 'R', 'C']",[0 0 1 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0],p04223
"['L', 'E', 'F', 'D', 'C']","['p03815', 'p00801']","['L', 'E', 'F', 'D', 'C']",[0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0],p04225
"['E', 'J', 'D']","['p00764', 'p02569', 'p02678']","['L', 'E', 'F', 'J', 'M', 'H', 'D', 'R']",[0 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 0],p04226
"['G', 'D']",['p03369'],"['L', 'I', 'M', 'G', 'D', 'O']",[0 0 0 1 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0],p04228
"['D', 'C']","['p01771', 'p04670']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04229
['H'],"['p05489', 'p01602', 'p02437', 'p01501']","['L', 'P', 'Q', 'Z', 'G', 'E', 'F', 'N', 'C', 'J', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1],p04230
"['G', 'F', 'C']","['p04719', 'p01360', 'p01277', 'p04348', 'p05472', 'p02712', 'p00878', 'p02158', 'p01663']","['G', 'F', 'C']",[0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04232
"['L', 'C']",['p03595'],"['L', 'C']",[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04234
"['J', 'C']","['p02378', 'p05613', 'p02379']","['J', 'C']",[0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04235
"['E', 'J', 'L']","['p00381', 'p02841', 'p02962', 'p01494']","['L', 'Z', 'G', 'E', 'J', 'M', 'I', 'D']",[0 0 0 1 1 0 1 0 1 1 0 1 1 0 0 0 0 0 1],p04236
"['E', 'N', 'O']",['p00681'],"['E', 'N', 'J', 'G', 'D', 'O']",[0 0 0 1 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0],p04237
"['I', 'J']","['p02301', 'p04625']","['F', 'C', 'J', 'I', 'D', 'O']",[0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0],p04239
"['I', 'J']","['p02578', 'p04865']","['I', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04241
"['P', 'L', 'E', 'F', 'D', 'O']","['p02885', 'p05030', 'p04846', 'p00329', 'p00238']","['P', 'L', 'E', 'F', 'N', 'O', 'J', 'D', 'R', 'C']",[0 0 1 1 1 1 0 0 0 1 0 1 0 1 1 1 0 1 0],p04242
"['I', 'D', 'C']",['p03214'],"['I', 'J', 'G', 'D', 'C']",[0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0],p04244
"['G', 'N']",['p02042'],"['Q', 'N', 'J', 'G', 'H', 'D', 'O']",[0 0 0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0],p04245
"['N', 'D', 'L', 'O']",['p04444'],"['N', 'D', 'L', 'O']",[0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0],p04246
"['D', 'C']","['p03077', 'p05626', 'p00485', 'p00532', 'p03807', 'p02028', 'p05672']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04247
"['J', 'D']","['p00930', 'p05093']","['L', 'E', 'J', 'M', 'I', 'D', 'C']",[0 0 1 1 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0],p04248
"['L', 'P', 'E', 'F', 'C', 'J', 'O']","['p04382', 'p03963', 'p03222', 'p04636', 'p01602', 'p00238', 'p04320']","['A', 'P', 'L', 'Q', 'Z', 'G', 'E', 'F', 'O', 'J', 'I', 'H', 'D', 'C']",[1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1],p04249
"['L', 'E', 'J', 'M', 'D']",['p05432'],"['L', 'E', 'J', 'M', 'D']",[0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p04251
"['L', 'N', 'J', 'D', 'O']","['p00122', 'p01641']","['K', 'L', 'N', 'J', 'I', 'D', 'O']",[0 0 0 1 0 0 0 0 1 1 1 1 0 1 1 0 0 0 0],p04252
"['I', 'J']",['p03634'],"['I', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04253
"['K', 'J', 'I', 'R', 'O']","['p05097', 'p03926', 'p02620', 'p02337', 'p02989', 'p02455']","['K', 'E', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0],p04254
"['L', 'Q', 'Z', 'J', 'D', 'O']","['p02228', 'p03532']","['L', 'Q', 'Z', 'O', 'J', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1],p04256
['D'],['p02011'],['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04257
"['C', 'D', 'L', 'Q']","['p01978', 'p05042', 'p00188']","['L', 'Q', 'E', 'F', 'N', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 0],p04261
"['G', 'F']","['p04483', 'p03622', 'p05050']","['G', 'F']",[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04262
"['I', 'J']","['p04525', 'p00025']","['I', 'J']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04264
"['G', 'E', 'J', 'L']","['p01357', 'p04732', 'p00649']","['L', 'G', 'E', 'J', 'M', 'I', 'R']",[0 0 0 0 1 0 1 0 1 1 0 1 1 0 0 0 0 1 0],p04266
"['D', 'C']","['p03291', 'p01048', 'p04555', 'p01589', 'p01453']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04267
"['L', 'E', 'O', 'J', 'I', 'H', 'D', 'C']","['p03752', 'p03749', 'p00825', 'p02459', 'p02337', 'p03165', 'p04155', 'p00355']","['A', 'K', 'L', 'E', 'I', 'N', 'O', 'J', 'G', 'H', 'D', 'R', 'C']",[1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0],p04269
"['D', 'C']",['p02917'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04270
"['G', 'E', 'F']","['p01127', 'p05407', 'p01111', 'p02230', 'p00181']","['L', 'Z', 'E', 'F', 'M', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 0 0 1],p04273
"['D', 'C']","['p05315', 'p01385']","['J', 'M', 'G', 'D', 'C']",[0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0],p04274
"['J', 'M', 'D']","['p01638', 'p01109']","['J', 'D', 'M', 'C']",[0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],p04275
"['K', 'L', 'Q', 'P', 'E', 'N', 'J', 'M', 'G', 'H', 'D', 'O']","['p01743', 'p04208', 'p05559', 'p00101', 'p04486', 'p01198', 'p01145', 'p00314', 'p04612', 'p05030', 'p05262', 'p03261', 'p04300', 'p05363', 'p04212', 'p02660', 'p00432', 'p02148', 'p01223', 'p01655', 'p03171']","['B', 'E', 'F', 'M', 'I', 'O', 'A', 'K', 'P', 'Z', 'D', 'J', 'G', 'H', 'L', 'Q', 'N', 'R', 'C']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p04276
"['G', 'F', 'E']",['p01551'],"['G', 'F', 'E']",[0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04277
"['D', 'C']","['p05521', 'p02225']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04279
"['R', 'D', 'L']","['p01219', 'p03334']","['K', 'L', 'G', 'D', 'R']",[0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0],p04280
"['L', 'M', 'G', 'H', 'D', 'C']","['p00472', 'p03136']","['L', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0],p04281
"['H', 'F', 'E', 'O']","['p05232', 'p05189', 'p02077', 'p03550']","['K', 'L', 'Q', 'Z', 'E', 'F', 'N', 'O', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 1],p04282
['C'],"['p01542', 'p01010']",['C'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04283
"['G', 'E', 'J']",['p01611'],"['G', 'E', 'J']",[0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p04284
"['J', 'C']","['p00744', 'p04643', 'p01602', 'p03332']","['L', 'P', 'Q', 'Z', 'G', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1],p04285
['C'],['p05370'],"['E', 'C']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04286
"['D', 'L']","['p00091', 'p00869']","['G', 'D', 'L']",[0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04288
"['Z', 'J', 'L', 'D']",['p03648'],"['Z', 'J', 'L', 'D']",[0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1],p04289
"['D', 'C']",['p02630'],"['D', 'L', 'C']",[0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04290
['G'],"['p02854', 'p00410']",['G'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04293
"['D', 'L', 'C']","['p03542', 'p01925', 'p04921', 'p01646']","['K', 'L', 'E', 'F', 'J', 'D', 'C']",[0 0 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0],p04296
['E'],['p03237'],['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04297
"['L', 'I', 'H', 'D', 'O']","['p02794', 'p00655', 'p02493', 'p00898', 'p01136']","['L', 'J', 'M', 'I', 'H', 'D', 'O']",[0 0 0 1 0 0 0 1 1 1 0 1 1 0 1 0 0 0 0],p04298
"['H', 'D', 'C']",['p01675'],"['H', 'D', 'C']",[0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p04299
"['K', 'P', 'Z', 'N', 'C', 'J', 'O']","['p05559', 'p05218', 'p02402', 'p04998', 'p00314', 'p04276', 'p01643']","['K', 'L', 'P', 'Q', 'Z', 'E', 'I', 'N', 'O', 'J', 'M', 'G', 'H', 'D', 'R', 'C']",[0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1],p04300
"['G', 'E', 'D', 'C']","['p00159', 'p03691', 'p03098', 'p05452', 'p02994', 'p05145']","['G', 'E', 'D', 'C']",[0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04301
"['L', 'Q', 'O', 'M', 'I', 'D', 'C']","['p04360', 'p05188', 'p03514', 'p00749', 'p03115', 'p00543']","['L', 'Q', 'F', 'I', 'O', 'J', 'M', 'G', 'D', 'R', 'C']",[0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 0],p04302
"['P', 'E', 'F', 'H', 'D', 'O']","['p03420', 'p00109', 'p03775', 'p01886', 'p01145', 'p01270', 'p04478']","['K', 'L', 'P', 'Q', 'Z', 'G', 'E', 'F', 'N', 'C', 'J', 'M', 'I', 'H', 'D', 'R', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p04305
