tags,hasConnection,level1_tags,coded_tags,idauthor
['C'],['p04204'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04347
['C'],['p04232'],"['G', 'F', 'C']",[1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04348
"['Z', 'N', 'O']",['p03986'],"['D', 'O', 'F', 'N', 'J', 'G', 'Z']",[0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1],p04349
"['L', 'D', 'C']","['p05563', 'p01500', 'p02223']","['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04352
"['K', 'D', 'H', 'R', 'C']","['p03486', 'p05024', 'p05143', 'p01695']","['E', 'K', 'D', 'O', 'F', 'H', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],p04354
"['L', 'D', 'C']",['p05386'],"['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04355
"['E', 'F']","['p05392', 'p03210']","['E', 'L', 'F', 'M', 'G']",[0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0],p04356
"['L', 'D', 'O', 'F', 'I', 'Q', 'M']","['p00543', 'p04302', 'p04693', 'p03514', 'p02660']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'Q', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0],p04360
"['K', 'L', 'D', 'O', 'N', 'H', 'Q', 'C', 'Z']","['p05560', 'p03500', 'p01289', 'p00253']","['K', 'L', 'D', 'O', 'N', 'H', 'Q', 'C', 'Z']",[1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1],p04362
"['Z', 'O']",['p04522'],"['E', 'O', 'H', 'G', 'Z']",[0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1],p04363
"['Q', 'D']","['p03523', 'p03200', 'p04900']","['E', 'D', 'O', 'Q', 'J']",[0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0],p04364
"['E', 'K', 'D', 'O', 'J', 'C']","['p04479', 'p04557', 'p01584', 'p00317', 'p03410']","['E', 'K', 'D', 'O', 'J', 'C']",[1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0],p04366
"['D', 'O', 'F', 'R', 'J', 'C']",['p00713'],"['D', 'O', 'F', 'R', 'J', 'C']",[1 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0],p04367
"['K', 'L', 'O', 'H', 'I', 'R', 'G']","['p03921', 'p00314', 'p01705', 'p04904', 'p02004']","['K', 'L', 'D', 'O', 'P', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0],p04368
"['R', 'E', 'J', 'C']","['p02345', 'p00764', 'p00252', 'p02755', 'p00311']","['E', 'L', 'D', 'O', 'F', 'H', 'R', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0],p04369
"['G', 'E']",['p01220'],"['G', 'E']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04372
"['F', 'D']",['p03952'],"['F', 'D']",[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04373
"['E', 'D']",['p01779'],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04375
"['K', 'O']","['p00314', 'p01041', 'p01705']","['K', 'L', 'D', 'O', 'P', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0],p04377
"['D', 'J']","['p01928', 'p00437', 'p03371']","['G', 'D', 'J', 'E']",[0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p04378
['C'],"['p02023', 'p00561']","['F', 'C']",[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04379
"['E', 'D', 'O', 'F', 'M']","['p03902', 'p02660']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p04380
"['D', 'C']","['p02281', 'p03359']","['H', 'L', 'D', 'C']",[1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p04381
"['P', 'J', 'O']","['p04636', 'p01602', 'p04249', 'p03222']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1],p04382
"['G', 'Q', 'N', 'E']","['p04621', 'p01373']","['E', 'L', 'D', 'N', 'Q', 'R', 'G']",[0 1 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0],p04383
"['D', 'C']","['p00318', 'p02296', 'p03305', 'p02636', 'p03296']","['E', 'D', 'O', 'I', 'Q', 'C']",[1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0],p04385
"['E', 'D', 'O', 'N', 'H', 'I', 'R', 'J', 'C', 'G']","['p03878', 'p01138', 'p03899', 'p01501', 'p03877', 'p03145', 'p00033', 'p01169', 'p03049', 'p05333', 'p01314', 'p02598', 'p00289', 'p04944', 'p00135', 'p02660', 'p00026', 'p05527', 'p05337', 'p04120', 'p02674', 'p03260']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1],p04390
"['R', 'E', 'J', 'I']",['p00048'],"['E', 'O', 'N', 'I', 'R', 'M', 'J', 'G']",[0 0 1 0 1 0 1 1 0 0 1 1 1 0 0 1 0],p04391
"['Z', 'D', 'C']","['p00725', 'p00445', 'p05253']","['Z', 'D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],p04392
['D'],['p04637'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04393
"['D', 'C']","['p02396', 'p01769']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04394
"['G', 'Z', 'D', 'O']",['p03311'],"['G', 'Z', 'D', 'O']",[0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1],p04395
['G'],"['p01866', 'p02589']","['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04397
"['D', 'O', 'Q', 'J', 'C', 'Z']","['p01747', 'p01290', 'p05046', 'p03141', 'p05482']","['D', 'O', 'H', 'I', 'Q', 'J', 'C', 'Z']",[1 1 0 0 0 1 1 1 0 0 0 0 1 0 1 0 1],p04398
"['O', 'H', 'I', 'M', 'C']","['p05620', 'p01022', 'p02227', 'p03618', 'p02923']","['O', 'H', 'I', 'M', 'J', 'C']",[1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p04399
"['D', 'C', 'J', 'I']",['p05176'],"['D', 'C', 'J', 'I']",[1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04400
"['E', 'L', 'H', 'Q', 'R', 'G']","['p05371', 'p00873', 'p03124', 'p02093', 'p03788', 'p02639']","['E', 'L', 'O', 'H', 'Q', 'R', 'C', 'G']",[1 0 1 0 1 1 0 0 0 1 0 0 1 0 1 1 0],p04401
"['G', 'L']","['p01428', 'p04621']","['E', 'L', 'D', 'N', 'R', 'Q', 'J', 'G']",[0 1 1 0 1 0 0 1 0 1 0 1 0 0 1 1 0],p04402
['G'],['p03833'],"['G', 'E', 'D']",[0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04403
"['F', 'O']",[],"['F', 'O']",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0],p04405
"['J', 'I']",['p05299'],"['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04406
"['M', 'L', 'D']",['p02051'],"['M', 'L', 'D']",[0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],p04407
"['G', 'E', 'D']",['p02052'],"['G', 'E', 'D']",[0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04408
"['E', 'K', 'L', 'D', 'O', 'C', 'G']","['p00097', 'p05198', 'p05435']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0],p04410
"['P', 'F', 'N', 'J']","['p02935', 'p03149']","['P', 'F', 'N', 'J']",[0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0],p04411
"['L', 'D', 'M', 'J', 'C']","['p03751', 'p03013']","['L', 'D', 'M', 'J', 'C', 'G']",[1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0],p04412
"['D', 'J', 'I']","['p05485', 'p01489', 'p02349']","['D', 'J', 'I']",[0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04413
"['G', 'D', 'I']","['p03232', 'p02318', 'p03474']","['L', 'D', 'N', 'I', 'R', 'M', 'J', 'G']",[0 1 0 0 1 0 1 1 0 1 1 1 0 0 0 1 0],p04414
"['Q', 'D', 'H']",['p04949'],"['Q', 'D', 'H']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],p04417
"['E', 'L', 'D', 'J', 'C', 'G']","['p01997', 'p00816', 'p01047', 'p04578', 'p00833', 'p05405', 'p02212', 'p01653']","['E', 'L', 'D', 'O', 'R', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 1 0 0 1 0 0 1 0],p04418
"['H', 'K', 'J']","['p04110', 'p04842', 'p01238']","['K', 'L', 'H', 'R', 'J', 'C']",[1 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0],p04419
"['G', 'N']","['p00959', 'p05355']","['G', 'N']",[0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],p04420
['E'],"['p02845', 'p00097', 'p05237']","['E', 'K', 'L', 'D', 'N', 'H', 'J', 'C', 'G']",[1 1 1 0 1 1 0 1 1 1 0 1 0 0 0 0 0],p04422
"['D', 'C']",['p03296'],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04423
"['E', 'H', 'C']","['p04092', 'p01460']","['E', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'Z']",[1 1 1 1 0 1 0 1 0 0 0 1 1 0 0 1 1],p04424
"['G', 'L', 'E']","['p02267', 'p01433', 'p04912']","['G', 'L', 'E']",[0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04428
"['D', 'J', 'H', 'I']","['p03900', 'p02620', 'p04503']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'I', 'J']",[0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 0],p04429
"['F', 'L', 'J']","['p01202', 'p02274', 'p00880']","['F', 'L', 'J']",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0],p04430
"['E', 'L', 'D', 'O', 'J']","['p02470', 'p01053']","['E', 'L', 'D', 'O', 'J']",[0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0],p04431
['G'],"['p04656', 'p01875']","['G', 'C']",[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04432
"['L', 'D', 'C']","['p05690', 'p05138', 'p00165']","['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04433
"['D', 'I']","['p02210', 'p01495']","['D', 'I', 'J', 'O']",[0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p04434
"['D', 'O', 'P', 'J', 'C', 'G', 'Z']","['p01111', 'p05422', 'p04840', 'p05118', 'p01374', 'p01106', 'p05606', 'p02514', 'p04661']","['D', 'O', 'P', 'F', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 0 0 1 0 0 0 0 1 1 0 0 1],p04438
"['G', 'D', 'I']","['p00779', 'p00244', 'p03585']","['K', 'L', 'D', 'O', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 1 1 0 0 1 0 0 1 0],p04440
"['R', 'D', 'H']","['p04308', 'p01599']","['E', 'L', 'D', 'O', 'P', 'F', 'H', 'R', 'J']",[0 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0],p04441
['F'],[],['F'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04442
"['N', 'L', 'D', 'O']",['p04246'],"['N', 'L', 'D', 'O']",[0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0],p04444
"['R', 'D', 'J', 'I']","['p05257', 'p01785']","['R', 'J', 'D', 'I']",[0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0],p04445
"['D', 'O', 'I', 'J', 'C']",[],"['D', 'O', 'I', 'J', 'C']",[1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p04446
"['F', 'J']",[],"['F', 'J']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0],p04449
['D'],"['p05231', 'p03355']","['E', 'D', 'P', 'F', 'H', 'Q', 'C']",[1 1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0],p04450
"['I', 'O']",[],"['O', 'I']",[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0],p04451
"['L', 'F', 'H', 'I', 'R', 'Q']","['p02778', 'p03245', 'p05515', 'p03684', 'p02351']","['K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'Q', 'R', 'J']",[0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0],p04452
"['M', 'L']",['p04905'],"['M', 'L', 'D']",[0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],p04454
['C'],['p05248'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04455
"['F', 'N', 'L']",[],"['F', 'N', 'L']",[0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0],p04457
"['D', 'O', 'I', 'R', 'Q', 'J', 'C', 'Z']","['p00497', 'p02849', 'p05032', 'p01602', 'p00009', 'p03684', 'p00620', 'p05441']","['L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1],p04458
"['D', 'O', 'H', 'R', 'J']","['p04612', 'p01886', 'p00230', 'p01418']","['L', 'D', 'O', 'P', 'F', 'H', 'I', 'R', 'Q', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1],p04459
"['E', 'J', 'O']","['p01033', 'p02402']","['E', 'D', 'O', 'H', 'I', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0],p04461
"['D', 'C']","['p00132', 'p02406', 'p03246', 'p01092']","['E', 'L', 'D', 'F', 'C']",[1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0],p04462
"['L', 'D', 'C']","['p01855', 'p04608']","['E', 'L', 'D', 'R', 'C', 'G']",[1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0],p04466
"['E', 'H', 'C']","['p02149', 'p05585']","['E', 'H', 'C']",[1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p04468
"['F', 'D', 'O']","['p02749', 'p01601', 'p00329', 'p01140']","['L', 'D', 'O', 'F', 'H', 'G']",[0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0],p04469
"['D', 'C']","['p01236', 'p05404']","['P', 'D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],p04470
"['L', 'D', 'O']",['p02755'],"['E', 'L', 'D', 'O', 'R', 'J', 'C']",[1 1 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0],p04471
"['G', 'D']",['p02163'],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04474
"['M', 'L', 'D']","['p05520', 'p03949', 'p02221', 'p02820', 'p03987']","['L', 'D', 'M', 'J', 'C']",[1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p04475
"['E', 'L', 'O', 'F', 'G']","['p01499', 'p03802', 'p04310', 'p05132', 'p04327', 'p00381']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 0 0],p04476
"['E', 'D', 'J', 'C', 'G']","['p03972', 'p01824']","['E', 'D', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p04477
"['E', 'H']","['p01270', 'p04305']","['E', 'D', 'O', 'P', 'F', 'H']",[0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0],p04478
"['D', 'C']","['p03410', 'p04366', 'p00317']","['E', 'K', 'D', 'O', 'J', 'C']",[1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0],p04479
"['E', 'D', 'H']","['p01975', 'p00194']","['E', 'H', 'D']",[0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p04480
"['L', 'D', 'O', 'M', 'G']",['p03276'],"['E', 'L', 'D', 'O', 'F', 'M', 'G']",[0 1 1 1 1 0 0 0 0 1 1 0 1 0 0 0 0],p04481
"['G', 'F']","['p03622', 'p05050', 'p04262']","['G', 'F']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04483
['C'],"['p00914', 'p02398', 'p05203']","['D', 'C', 'H', 'I']",[1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p04484
"['E', 'D', 'O', 'H', 'I', 'J', 'C']","['p02283', 'p02162', 'p01198', 'p03316', 'p02702', 'p00054', 'p00432', 'p05241', 'p02168', 'p04306', 'p03498', 'p05363', 'p00224', 'p04997', 'p01033', 'p03812', 'p02135', 'p05188', 'p02234', 'p02108', 'p04276', 'p02316', 'p03260']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0],p04486
['E'],"['p02718', 'p03448']","['E', 'O', 'F', 'J', 'G']",[0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0],p04489
"['G', 'L', 'D']","['p02598', 'p01816', 'p00425', 'p04518']","['E', 'L', 'D', 'H', 'I', 'J', 'G']",[0 1 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p04494
"['Q', 'R', 'N', 'H']",['p01100'],"['L', 'O', 'N', 'H', 'R', 'Q', 'J']",[0 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 0],p04496
['O'],['p03411'],['O'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p04497
"['G', 'F']",['p03503'],"['G', 'F']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04498
"['H', 'I', 'R', 'J', 'C']",['p02758'],"['E', 'D', 'H', 'I', 'R', 'J', 'C']",[1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0],p04499
"['D', 'C']",['p00355'],"['L', 'D', 'H', 'J', 'C']",[1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0],p04501
"['J', 'O']","['p01157', 'p01773']","['E', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'J']",[0 1 1 1 0 1 1 1 0 1 0 0 1 0 0 1 0],p04502
"['E', 'L', 'D', 'H', 'I', 'J']","['p00551', 'p02558', 'p00067', 'p05341', 'p04185', 'p00647', 'p04429']","['E', 'L', 'D', 'O', 'H', 'I', 'Q', 'J']",[0 1 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0],p04503
"['E', 'F']","['p05582', 'p00652']","['E', 'F']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04504
"['R', 'H']","['p01299', 'p05011']","['D', 'H', 'I', 'R', 'C']",[1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0],p04505
['C'],"['p05475', 'p01595']",['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04506
"['G', 'D', 'H']","['p05190', 'p04883', 'p03901', 'p03493', 'p03782', 'p01983']","['G', 'D', 'L', 'H']",[0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],p04508
['D'],['p03882'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04509
"['Z', 'D', 'C']","['p01700', 'p02213', 'p00596']","['D', 'Z', 'H', 'C']",[1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],p04510
"['M', 'D']",['p00457'],"['M', 'D']",[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],p04512
"['G', 'L', 'D']",['p04494'],"['G', 'L', 'D']",[0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04518
"['C', 'I', 'O']",[],"['I', 'O', 'C']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0],p04519
"['G', 'E', 'D', 'C']","['p04825', 'p02265', 'p04608']","['E', 'K', 'L', 'D', 'C', 'G']",[1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],p04521
"['E', 'O', 'H', 'G', 'Z']","['p05144', 'p00854', 'p04363']","['E', 'O', 'H', 'G', 'Z']",[0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1],p04522
"['E', 'D']",['p01547'],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04523
"['J', 'I']","['p04264', 'p00025']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04525
"['G', 'K', 'L']","['p02394', 'p02359']","['K', 'L', 'R', 'Q', 'G']",[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0],p04527
['E'],"['p03569', 'p00584']",['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04529
"['E', 'Q']",['p02085'],"['E', 'Q']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0],p04531
"['D', 'L', 'H', 'C']",['p02704'],"['D', 'L', 'H', 'C']",[1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p04535
"['E', 'L', 'O', 'F', 'I', 'C']","['p02645', 'p01950', 'p03345', 'p04549']","['E', 'L', 'O', 'F', 'I', 'R', 'C']",[1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0],p04537
"['D', 'C']",['p05556'],"['L', 'D', 'H', 'C', 'Z']",[1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1],p04539
"['E', 'L', 'D', 'M', 'J', 'G']","['p05099', 'p00304']","['E', 'L', 'D', 'M', 'J', 'G']",[0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0],p04544
['G'],['p01971'],['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04545
"['E', 'L', 'C']",[],"['E', 'L', 'C']",[1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04548
"['E', 'C', 'I', 'O']","['p03345', 'p04537']","['E', 'L', 'O', 'F', 'I', 'C']",[1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0],p04549
"['L', 'D', 'O', 'I', 'J', 'C']","['p03973', 'p01881', 'p01495', 'p03171']","['K', 'L', 'D', 'O', 'P', 'I', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 1],p04550
['E'],"['p00171', 'p00527']",['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04551
"['E', 'F', 'L']","['p04846', 'p05673']","['E', 'L', 'D', 'O', 'P', 'F']",[0 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0],p04553
"['D', 'C']","['p01453', 'p04267', 'p01048', 'p03291', 'p01589']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04555
['E'],['p03775'],"['E', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'G']",[0 1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 0],p04556
['E'],['p04366'],"['E', 'K', 'D', 'O', 'J', 'C']",[1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0],p04557
"['L', 'J']","['p04585', 'p00707']","['L', 'J']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p04562
"['R', 'L', 'H']","['p04110', 'p00218', 'p01690', 'p00971']","['K', 'L', 'D', 'H', 'I', 'R', 'Q', 'J', 'C']",[1 1 0 0 0 1 1 1 1 1 0 0 0 0 1 1 0],p04563
"['Q', 'E', 'L', 'H']","['p03908', 'p05495']","['E', 'K', 'L', 'D', 'H', 'Q', 'R']",[0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 0],p04564
"['L', 'D', 'M', 'C', 'G']","['p00759', 'p01878', 'p04128']","['L', 'D', 'H', 'M', 'J', 'C', 'G']",[1 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0],p04565
"['D', 'O', 'Q', 'C', 'G']","['p01280', 'p02217', 'p00973']","['L', 'D', 'O', 'P', 'Q', 'M', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 1],p04568
"['I', 'J', 'D', 'C']","['p00671', 'p01566', 'p05336', 'p01171', 'p03585']","['D', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0],p04569
"['Q', 'D']",['p02166'],"['E', 'D', 'F', 'Q', 'C', 'G']",[1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0],p04571
"['D', 'C']","['p02729', 'p02976']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04572
"['D', 'O']",['p05073'],"['D', 'O']",[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p04574
"['E', 'D', 'F', 'N', 'G']",['p04974'],"['E', 'D', 'F', 'N', 'G']",[0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0],p04577
"['E', 'D', 'J', 'C', 'G']","['p01688', 'p04418', 'p02244', 'p05405', 'p03214']","['E', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 0],p04578
"['F', 'K', 'L', 'D']","['p03067', 'p01925', 'p04327', 'p02088']","['E', 'K', 'L', 'D', 'O', 'F', 'M', 'J', 'G']",[0 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0],p04579
['G'],['p03235'],"['G', 'N', 'L']",[0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0],p04580
"['D', 'C']","['p00282', 'p00265', 'p02959']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04582
"['L', 'J']","['p00707', 'p04562']","['L', 'J']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0],p04585
"['D', 'J', 'I']",['p03007'],"['D', 'O', 'F', 'I', 'J']",[0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0],p04586
"['G', 'C', 'L', 'I']","['p01842', 'p00543', 'p02601']","['E', 'L', 'D', 'I', 'R', 'M', 'Q', 'C', 'G']",[1 1 1 0 1 0 1 0 0 1 1 0 0 0 1 1 0],p04587
"['C', 'D', 'O']",['p00157'],"['C', 'D', 'O']",[1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p04588
"['D', 'C']","['p04951', 'p04171']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04594
