tags,hasConnection,level1_tags,coded_tags,idauthor
"['E', 'N']",['p04658'],"['E', 'N']",[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],p04596
"['P', 'Z', 'K', 'D']","['p01734', 'p04318', 'p03403']","['P', 'Z', 'K', 'D']",[0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1],p04599
"['E', 'L', 'D']","['p03142', 'p03545']","['E', 'L', 'D', 'O']",[0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0],p04600
"['E', 'D', 'O', 'F', 'H']","['p01686', 'p05318', 'p01649', 'p00101', 'p01991', 'p04009', 'p04901']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'Z']",[0 1 1 1 0 1 0 1 1 1 0 1 1 0 0 1 1],p04602
"['R', 'J']","['p03065', 'p02337']","['E', 'K', 'D', 'O', 'R', 'J', 'C']",[1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0],p04603
"['E', 'F', 'G']","['p01930', 'p03995', 'p00719', 'p00397']","['E', 'L', 'D', 'O', 'F', 'H', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0],p04606
"['G', 'L', 'O']",[],"['G', 'L', 'O']",[0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0],p04607
"['E', 'L', 'D', 'C', 'G']","['p00437', 'p03621', 'p04466', 'p01855', 'p04016', 'p04521']","['E', 'L', 'D', 'R', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 1 0],p04608
"['F', 'L', 'O']","['p04071', 'p03119', 'p03319']","['F', 'L', 'D', 'O']",[0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0],p04609
"['M', 'D', 'C']","['p03082', 'p00666']","['M', 'D', 'C']",[1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],p04610
"['L', 'D', 'O', 'P', 'H', 'I', 'R', 'J']","['p04804', 'p01886', 'p02196', 'p04034', 'p03861', 'p01655', 'p05030', 'p05266', 'p04459', 'p00230', 'p01418', 'p03837', 'p04276']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p04612
"['G', 'L', 'E']",['p04724'],"['G', 'L', 'E']",[0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04613
"['L', 'D', 'H', 'I', 'C', 'G']","['p01842', 'p00192', 'p03733', 'p01969', 'p02936', 'p00198']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'I', 'Q', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0],p04614
"['G', 'J', 'I']","['p02686', 'p00240']","['L', 'D', 'O', 'H', 'I', 'J', 'G']",[0 1 0 0 1 1 1 1 0 1 0 0 1 0 0 0 0],p04615
"['E', 'H']",['p04969'],"['E', 'D', 'N', 'H', 'I', 'J']",[0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0],p04616
"['K', 'L', 'D', 'O', 'F', 'Q', 'G']","['p03220', 'p00486', 'p00230']","['K', 'L', 'D', 'O', 'F', 'H', 'I', 'Q', 'R', 'J', 'G']",[0 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0],p04617
"['D', 'H', 'I']","['p01055', 'p05243', 'p05179', 'p00860']","['D', 'H', 'I']",[0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0],p04619
"['E', 'L', 'D', 'N', 'Q', 'R', 'G']","['p03362', 'p04383', 'p01428', 'p00614', 'p00233', 'p00239', 'p05433', 'p04402', 'p05313']","['E', 'K', 'L', 'D', 'O', 'N', 'H', 'R', 'Q', 'J', 'G']",[0 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0],p04621
"['E', 'O', 'I', 'R', 'J', 'G']","['p00046', 'p00780', 'p00257']","['E', 'O', 'N', 'I', 'R', 'J', 'G']",[0 0 1 0 1 0 1 1 0 0 0 1 1 0 0 1 0],p04622
"['D', 'O', 'P', 'F', 'C']","['p03740', 'p00476', 'p01148', 'p01408']","['E', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'R', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 0],p04623
"['C', 'J', 'I']","['p02301', 'p04239']","['D', 'O', 'F', 'I', 'J', 'C']",[1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0],p04625
"['O', 'J', 'I']","['p05310', 'p01830']","['O', 'J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p04626
"['D', 'C']",[],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04628
['D'],['p03204'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04629
"['D', 'C']","['p03236', 'p01329', 'p02039']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04632
"['D', 'L', 'H']","['p03143', 'p03457', 'p00435']","['D', 'L', 'H']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0],p04634
"['F', 'K', 'D']",['p03478'],"['E', 'K', 'L', 'D', 'O', 'F', 'R', 'J', 'G']",[0 1 1 1 1 0 0 1 1 1 0 0 1 0 0 1 0],p04635
"['L', 'D', 'O', 'P', 'H', 'I', 'Q', 'J', 'Z']","['p04249', 'p04802', 'p03222', 'p04382', 'p01602', 'p03911', 'p03684']","['E', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1],p04636
['D'],['p04393'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04637
"['G', 'D']",['p02737'],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04638
"['E', 'L', 'D', 'P', 'I', 'M', 'J', 'G', 'Z']",['p02392'],"['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],p04639
"['C', 'K', 'J', 'I']",['p05055'],"['K', 'L', 'D', 'O', 'I', 'J', 'C']",[1 1 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0],p04640
"['J', 'C']","['p00744', 'p03332', 'p01602', 'p04285']","['L', 'D', 'O', 'P', 'H', 'I', 'Q', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1],p04643
"['G', 'H', 'L', 'D']","['p03046', 'p01102']","['G', 'D', 'L', 'H']",[0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],p04644
"['E', 'D', 'O', 'F', 'N', 'G']","['p01781', 'p00004', 'p04063', 'p03700']","['E', 'D', 'O', 'F', 'N', 'G']",[0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0],p04645
"['L', 'D', 'O', 'F', 'N', 'H', 'J', 'Z']","['p01511', 'p02177', 'p03034', 'p00101', 'p02388']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'R', 'J', 'G', 'Z']",[0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1],p04646
"['G', 'M', 'L', 'D']",['p03369'],"['L', 'D', 'O', 'I', 'M', 'G']",[0 1 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0],p04647
['C'],"['p01177', 'p02397', 'p02050', 'p01992']",['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04648
"['L', 'D', 'M', 'J', 'G']","['p02788', 'p02234', 'p01561', 'p03069', 'p02605', 'p02380', 'p03247', 'p03636', 'p02660', 'p03902', 'p05045']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0],p04650
['D'],[],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04653
"['D', 'H']","['p00153', 'p01404']","['D', 'H']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p04655
['G'],"['p04432', 'p01875']","['G', 'C']",[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04656
"['E', 'N']",['p04596'],"['E', 'N']",[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],p04658
"['C', 'O']","['p05529', 'p01890']","['C', 'O']",[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],p04659
"['P', 'J', 'O']","['p02514', 'p05606', 'p04438']","['D', 'O', 'P', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1],p04661
"['R', 'J']",['p03876'],"['R', 'H', 'J', 'I']",[0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0],p04662
"['E', 'H']",['p00191'],"['E', 'L', 'D', 'H', 'G']",[0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0],p04664
"['M', 'K', 'J']",['p01892'],"['M', 'K', 'J']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0],p04665
"['D', 'C']","['p02301', 'p03099']","['D', 'O', 'F', 'I', 'J', 'C']",[1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0],p04666
"['K', 'J']","['p03312', 'p03926']","['K', 'L', 'D', 'H', 'R', 'M', 'J']",[0 1 0 0 0 1 0 1 1 1 1 0 0 0 0 1 0],p04667
['F'],[],['F'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04668
"['D', 'C']","['p01771', 'p04229']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04670
"['G', 'L', 'J']",['p05599'],"['G', 'F', 'L', 'J']",[0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0],p04672
['G'],"['p00270', 'p05458']",['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04673
"['D', 'C']",['p05556'],"['L', 'D', 'H', 'C', 'Z']",[1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1],p04675
"['M', 'Z', 'L', 'D']","['p00288', 'p04089']","['K', 'L', 'D', 'M', 'J', 'Z']",[0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1],p04677
"['P', 'L', 'D']","['p01438', 'p03395']","['E', 'L', 'D', 'O', 'P', 'N', 'H', 'Q', 'J', 'Z']",[0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1],p04678
"['H', 'J', 'I']","['p00996', 'p03023']","['H', 'J', 'I']",[0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],p04679
"['D', 'C']","['p00044', 'p03230', 'p05381', 'p03605']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04681
"['G', 'F', 'D']","['p02144', 'p03521', 'p01966']","['E', 'L', 'D', 'F', 'R', 'J', 'C', 'G']",[1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0],p04686
"['E', 'D', 'O', 'F', 'G']","['p01942', 'p01898']","['E', 'L', 'D', 'O', 'F', 'G']",[0 1 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0],p04687
"['G', 'F']",['p05150'],"['E', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 0 0 1 1 0 0 0],p04688
"['F', 'O']","['p04360', 'p02660']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'Q', 'M', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0],p04693
"['G', 'D']","['p03147', 'p00201']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04694
['E'],['p02466'],"['E', 'D', 'H', 'I', 'J', 'C']",[1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],p04695
"['E', 'D']",['p03072'],"['E', 'L', 'D', 'C', 'G']",[1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04699
"['E', 'L', 'D', 'Q', 'C', 'G']","['p03627', 'p04941', 'p05033']","['E', 'L', 'D', 'H', 'I', 'Q', 'R', 'C', 'G']",[1 1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0],p04700
"['D', 'L', 'H', 'I']","['p04143', 'p04133', 'p02319']","['L', 'D', 'H', 'I', 'Q']",[0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0],p04701
"['D', 'C']","['p00853', 'p04785', 'p01090']","['G', 'E', 'D', 'C']",[1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04702
['D'],"['p05296', 'p05654', 'p03787', 'p05315', 'p01149']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04705
"['G', 'L', 'D', 'O']",[],"['G', 'L', 'D', 'O']",[0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0],p04707
"['E', 'H']","['p02814', 'p01334']","['E', 'D', 'H', 'I', 'G']",[0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0],p04709
"['R', 'E', 'D', 'G']","['p02202', 'p05465']","['E', 'D', 'O', 'P', 'R', 'G']",[0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0],p04710
"['G', 'D', 'E']",[],"['G', 'E', 'D']",[0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04712
"['F', 'H', 'J', 'O']","['p05363', 'p04973']","['L', 'D', 'O', 'F', 'H', 'I', 'J', 'C']",[1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0],p04715
"['D', 'C']","['p01347', 'p00640', 'p03578']","['K', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1],p04716
"['K', 'D']","['p04089', 'p00101']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'M', 'J', 'Z']",[0 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1],p04718
"['G', 'C']","['p04232', 'p01277']","['G', 'F', 'C']",[1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p04719
"['D', 'O', 'Q', 'R', 'J', 'Z']","['p03298', 'p00500', 'p00163']","['D', 'O', 'Q', 'R', 'J', 'Z']",[0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1],p04722
"['G', 'L', 'E']",['p04613'],"['G', 'L', 'E']",[0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04724
"['E', 'F', 'L', 'O']","['p00684', 'p05331', 'p02685', 'p02645', 'p00329', 'p01749', 'p00699']","['E', 'L', 'D', 'O', 'F', 'J']",[0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0],p04726
['G'],['p03773'],['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04727
"['D', 'C']","['p01215', 'p05312']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04729
"['H', 'J', 'I']","['p04156', 'p02923']","['O', 'H', 'I', 'M', 'J', 'C']",[1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0],p04731
"['L', 'I', 'R', 'M', 'J', 'G']","['p04131', 'p04266', 'p03028', 'p00048', 'p03405', 'p04924']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p04732
"['D', 'F', 'H', 'O']",[],"['F', 'H', 'D', 'O']",[0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0],p04734
"['H', 'L', 'D', 'C']","['p03289', 'p00750', 'p00912']","['L', 'D', 'H', 'C', 'G']",[1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0],p04736
"['F', 'L']","['p02331', 'p03467']","['L', 'D', 'O', 'F', 'J', 'G']",[0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0],p04738
"['R', 'N', 'D', 'O']",['p02438'],"['R', 'N', 'D', 'O']",[0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0],p04739
"['D', 'C']",[],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04740
"['L', 'D', 'O', 'J', 'C', 'Z']","['p03157', 'p05400', 'p00279', 'p01693', 'p02858', 'p03578']","['K', 'L', 'D', 'O', 'P', 'F', 'H', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1],p04744
"['G', 'E']","['p05539', 'p01794']","['G', 'E']",[0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04745
"['G', 'D', 'H', 'C']","['p01149', 'p03557']","['K', 'D', 'H', 'C', 'G']",[1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0],p04746
"['G', 'C', 'D', 'O']","['p05209', 'p05153', 'p05425']","['D', 'O', 'J', 'C', 'G']",[1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0],p04747
"['L', 'D']",['p01938'],"['L', 'D', 'O', 'H', 'I', 'R', 'M']",[0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0],p04748
"['N', 'D']","['p02321', 'p02706', 'p03873']","['D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'J', 'Z']",[0 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1],p04751
"['I', 'J', 'O']","['p02527', 'p03699', 'p01418']","['L', 'D', 'O', 'F', 'H', 'I', 'Q', 'R', 'J', 'G', 'Z']",[0 1 0 1 1 1 1 1 0 1 0 0 1 0 1 1 1],p04753
"['G', 'E']","['p02283', 'p04030']","['E', 'D', 'H', 'J', 'G']",[0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0],p04755
"['H', 'I']","['p02932', 'p02686', 'p00244', 'p03786', 'p02774', 'p00659', 'p02068']","['L', 'D', 'O', 'H', 'I', 'R', 'J', 'C', 'G']",[1 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0],p04756
['E'],['p00482'],['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04759
"['D', 'F', 'N', 'I', 'R', 'J', 'Z']","['p03342', 'p03259', 'p03252']","['E', 'L', 'D', 'O', 'F', 'N', 'I', 'R', 'J', 'Z']",[0 1 1 1 0 0 1 1 0 1 0 1 1 0 0 1 1],p04760
"['E', 'D']","['p04010', 'p05643']","['E', 'L', 'D', 'O', 'P', 'H', 'J', 'C', 'G']",[1 1 1 0 1 1 0 1 0 1 0 0 1 1 0 0 0],p04763
['C'],"['p03943', 'p02565']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04764
"['E', 'O', 'F', 'H', 'G']",['p00757'],"['E', 'O', 'F', 'H', 'G']",[0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0],p04765
['L'],[],['L'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p04766
"['D', 'H', 'J']",['p02663'],"['D', 'J', 'H']",[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p04767
"['C', 'N', 'D', 'O']",['p03827'],"['C', 'N', 'D', 'O']",[1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0],p04768
"['G', 'D', 'I']","['p01873', 'p02887']","['G', 'L', 'D', 'I']",[0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0],p04769
"['E', 'K', 'L', 'D', 'G']","['p03902', 'p01000', 'p05045']","['E', 'K', 'L', 'D', 'O', 'F', 'H', 'I', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0],p04771
"['J', 'I']","['p03453', 'p01465', 'p03407', 'p02333']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04772
"['K', 'J', 'I']",['p03309'],"['I', 'K', 'J', 'O']",[0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0],p04774
['E'],['p01699'],['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04776
"['Q', 'I']","['p00047', 'p00736']","['D', 'H', 'I', 'Q', 'J']",[0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0],p04777
"['D', 'J', 'C']","['p00186', 'p04919']","['D', 'J', 'C']",[1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04778
"['P', 'Q']","['p02007', 'p02030']","['P', 'Q']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0],p04780
"['D', 'K', 'J']",['p04157'],"['K', 'D', 'J']",[0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0],p04781
"['I', 'D', 'O']",['p02432'],"['I', 'D', 'O']",[0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0],p04782
"['Q', 'F', 'N', 'P']","['p00705', 'p05471']","['D', 'P', 'F', 'N', 'Q']",[0 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0],p04783
"['G', 'H', 'I']","['p05689', 'p02869', 'p02424', 'p05017', 'p02315']","['G', 'H', 'D', 'I']",[0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0],p04784
"['G', 'D', 'C']","['p02593', 'p00853', 'p04702', 'p05571']","['E', 'D', 'C', 'G', 'Z']",[1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1],p04785
['J'],"['p01016', 'p03766', 'p00061']",['J'],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p04786
"['G', 'D', 'H']",[],"['G', 'H', 'D']",[0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],p04789
"['R', 'I']","['p00218', 'p02832']","['L', 'H', 'I', 'R', 'J', 'G']",[0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 1 0],p04791
"['D', 'C']",[],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04796
"['H', 'J']","['p01005', 'p00307']","['H', 'J']",[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p04797
"['R', 'D', 'C']","['p03135', 'p01910', 'p01316', 'p04312']","['L', 'D', 'O', 'F', 'N', 'R', 'J', 'C']",[1 1 0 1 0 0 0 1 0 1 0 1 1 0 0 1 0],p04799
"['E', 'F', 'D', 'O']","['p01930', 'p03231', 'p00795']","['E', 'L', 'D', 'O', 'F', 'H', 'J']",[0 1 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0],p04800
"['C', 'D', 'I']","['p05080', 'p05167']","['C', 'D', 'I']",[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],p04801
"['D', 'O', 'F', 'H', 'I', 'J', 'Z']","['p03699', 'p04636', 'p02195', 'p00048', 'p02473', 'p01896']","['E', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'M', 'J', 'G', 'Z']",[0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1],p04802
"['E', 'O']","['p02895', 'p00550', 'p03271']","['E', 'D', 'O', 'P', 'C', 'G', 'Z']",[1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 1],p04803
"['Q', 'J', 'O']","['p03043', 'p02196', 'p04034', 'p03861', 'p03837', 'p04612', 'p00595']","['L', 'D', 'O', 'P', 'H', 'I', 'Q', 'M', 'R', 'J']",[0 1 0 0 0 1 1 1 0 1 1 0 1 1 1 1 0],p04804
"['G', 'D']",[],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04806
"['G', 'D', 'C']","['p01146', 'p02013', 'p03534', 'p01618', 'p02860']","['L', 'D', 'I', 'C', 'G']",[1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0],p04807
"['K', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'J', 'C', 'G']","['p03156', 'p02932', 'p04096', 'p02670', 'p00314', 'p03405', 'p02116', 'p01280', 'p03404', 'p01602', 'p02453', 'p02434', 'p03400', 'p01590', 'p02873', 'p02803', 'p01442', 'p02711']","['K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'Q', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p04809
"['E', 'H', 'J']","['p00758', 'p01660', 'p02268']","['E', 'K', 'D', 'H', 'I', 'J', 'G']",[0 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0],p04814
"['E', 'L', 'D', 'C', 'G']","['p05115', 'p02877', 'p03072']","['E', 'L', 'D', 'C', 'G']",[1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p04815
['C'],"['p05562', 'p01545', 'p02416']","['G', 'C']",[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p04817
['D'],['p01337'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04818
"['D', 'H']",['p01372'],"['K', 'L', 'D', 'O', 'H', 'I', 'J', 'C']",[1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0],p04819
"['D', 'F', 'H']","['p04197', 'p03975']","['D', 'F', 'H']",[0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],p04821
"['E', 'L', 'O', 'F', 'H', 'R']","['p00784', 'p03142', 'p01037', 'p01139', 'p04324', 'p03502', 'p03965']","['E', 'L', 'D', 'O', 'F', 'H', 'R', 'J', 'C']",[1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0],p04824
"['K', 'D', 'C']","['p02185', 'p04521', 'p00324', 'p03834']","['E', 'K', 'L', 'D', 'C', 'G']",[1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],p04825
"['G', 'N', 'L', 'D']","['p00681', 'p00828', 'p00524', 'p05174']","['E', 'L', 'D', 'O', 'F', 'N', 'I', 'M', 'J', 'G']",[0 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0],p04827
"['E', 'J']","['p03965', 'p02095']","['E', 'L', 'D', 'O', 'H', 'J', 'C']",[1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 0],p04828
"['E', 'L', 'D', 'N', 'H', 'I', 'R', 'M', 'J']","['p01110', 'p03232', 'p01629', 'p01060', 'p02993', 'p02318']","['E', 'L', 'D', 'N', 'H', 'I', 'R', 'M', 'J', 'G']",[0 1 1 0 1 1 1 1 0 1 1 1 0 0 0 1 0],p04830
"['J', 'I']",['p01237'],"['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p04831
"['I', 'J', 'O']",[],"['O', 'J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p04832
"['M', 'D', 'J']",['p05575'],"['L', 'D', 'O', 'M', 'J', 'C']",[1 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0],p04834
"['E', 'F']","['p05443', 'p05004', 'p03525']","['E', 'F', 'D', 'C']",[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p04835
"['R', 'Q', 'L', 'D']","['p01783', 'p03597', 'p02287']","['R', 'Q', 'L', 'D']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0],p04836
"['D', 'C']",[],"['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p04837
